h3_res10,citation_count,citation_count_production,quality_weighted_citation_count,first_created_date,last_created_date,unique_devices,unique_officers,unique_vehicles,approved_count,rejected_count,approval_rate,rejection_rate,mode_police_station,mode_junction,mode_violation_label,mode_vehicle_type,violation_label_entropy,vehicle_type_entropy,device_days,officer_days,unique_devices_exposure,unique_officers_exposure,active_dates,citation_count_exposure_rows,eligible_for_corrected_ranking,minimum_device_days,raw_rate_per_device_day,raw_rank,raw_percentile,raw_rate_rank,gp_prior_shape,gp_prior_rate,gp_posterior_shape,gp_posterior_rate,gp_posterior_mean,gp_ci_lower,gp_ci_upper,normalized_propensity,corrected_rank,corrected_percentile,spatial_component_id,spatial_component_size,present_neighbor_count,is_spatial_island,spatial_test_status,gistar_z_score,gistar_p_value,gistar_q_value,gistar_class,spatial_hotspot_label,centroid_latitude,centroid_longitude,polygon_valid,nb_predicted_count,nb_predicted_rate,nb_predicted_rate_rank
8a60145b6a1ffff,246,246,199.0,2023-11-17,2024-03-27,11,10,186,48,47,0.1951219512195122,0.1910569105691057,HIGH GROUND,NO JUNCTION,WRONG PARKING,SCOOTER,0.20687780750472537,0.8284887431595778,17,17,11,10,14,246,True,5,14.470588235294118,243,0.9644379132990448,32,37.29846777590565,10.0,283.29846777590564,27.0,10.49253584355206,9.306167018607997,11.749046317031722,0.47144319249113786,16,0.9944588104913188,1,2121,6,False,TESTED,6.565235553748659,0.004,0.06806936739497102,not_significant,HOT_90,12.994532099678223,77.59006498796677,True,49.32988993432184,2.9017582314306964,553
8a60145b4c8ffff,1396,1396,1257.0,2023-11-10,2024-04-04,32,33,678,576,139,0.41260744985673353,0.0995702005730659,SHIVAJINAGAR,BTP042 - MINSK SQUARE JUNCTION (CTO),WRONG PARKING,SCOOTER,1.051275103219807,1.159717957626959,130,132,32,33,90,1396,True,5,10.738461538461538,30,0.995738427626745,63,37.29846777590565,10.0,1433.2984677759057,140.0,10.237846198399327,9.71462841687416,10.77459405729437,0.4599996576588002,17,0.9940893978574067,1,2121,6,False,TESTED,3.4118866644223425,0.106,0.36434792330998533,not_significant,NOT_SIGNIFICANT,12.981678575347583,77.59827447714235,True,514.7578079832548,3.9596754460250367,117
8a6189219ccffff,356,356,313.0,2023-11-29,2024-04-07,5,6,288,83,43,0.23314606741573032,0.12078651685393259,MAHADEVAPURA,NO JUNCTION,PARKING ON FOOTPATH,MOTOR CYCLE,0.23206518731778253,1.10217630348092,29,30,5,6,26,356,True,5,12.275862068965518,159,0.9767817781043351,45,37.29846777590565,10.0,393.29846777590564,39.0,10.084576096818093,9.11242539440304,11.105289857320049,0.4531130339597921,18,0.9937199852234947,77,10,5,False,TESTED,1.573939282097934,0.056,0.30587013931132867,not_significant,NOT_SIGNIFICANT,12.987602579696897,77.73449973081532,True,74.8595989373293,2.581365480597562,1332
8a6189209227fff,594,594,471.0,2023-11-15,2024-04-06,20,20,380,198,123,0.3333333333333333,0.20707070707070707,HAL OLD AIRPORT,NO JUNCTION,NO PARKING,SCOOTER,1.3022290695566983,1.751878365197597,53,51,20,20,37,594,True,5,11.20754716981132,87,0.9873622336517267,59,37.29846777590565,10.0,631.2984677759057,63.0,10.02061059961755,9.2540790251101,10.81720709497669,0.4502389815229792,19,0.9933505725895826,3,228,4,False,TESTED,7.190085056547464,0.002,0.0395167804004362,hotspot,HOT_95,12.932151782226025,77.69136394693327,True,173.99808140887046,3.2829826680918957,287
8a60145b1b6ffff,694,694,538.0,2023-11-15,2024-04-06,23,23,577,270,156,0.38904899135446686,0.22478386167146974,VIJAYANAGARA,BTP069 - MC CIRCLE,WRONG PARKING,SCOOTER,1.0330165766837203,1.3268440389558802,65,65,23,23,53,694,True,5,10.676923076923076,70,0.989860396767083,64,37.29846777590565,10.0,731.2984677759057,75.0,9.750646237012075,9.05665997979123,10.469887421518306,0.43810913389955913,20,0.9929811599556705,1,2121,6,False,TESTED,7.319011980757992,0.001,0.023090197175156837,hotspot,HOT_95,12.974366068776371,77.54701005109831,True,222.12118509573637,3.417249001472867,229
8a6014586d37fff,348,348,309.0,2023-11-18,2024-03-26,8,8,189,24,39,0.06896551724137931,0.11206896551724138,RAJAJINAGAR,BTP027 - MODI BRIDGE JUNCTION,WRONG PARKING,SCOOTER,0.41134781183169467,1.489741030401015,30,30,8,8,26,348,True,5,11.6,165,0.9759000734753858,57,37.29846777590565,10.0,385.29846777590564,40.0,9.63246169439764,8.694550637775654,10.617721552566822,0.4327989496977588,21,0.9926117473217584,1,2121,4,False,TESTED,3.6106720436007858,0.07,0.3273709307027488,not_significant,NOT_SIGNIFICANT,12.998940221413704,77.5480210987739,True,84.62793531589179,2.820931177196393,637
8a60145b02c7fff,304,304,253.0,2023-11-10,2024-04-03,1,1,178,122,51,0.40131578947368424,0.16776315789473684,SHESHADRIPURAM,NO JUNCTION,NO PARKING,SCOOTER,0.9614079865019854,1.1444991638431539,26,26,1,1,26,304,True,5,11.692307692307692,189,0.9723732549595885,55,37.29846777590565,10.0,341.29846777590564,36.0,9.480512993775157,8.50127304511075,10.5123614535489,0.4259716982511635,22,0.9922423346878463,1,2121,4,False,TESTED,3.32121072811751,0.093,0.35673225601643616,not_significant,NOT_SIGNIFICANT,12.995687681902314,77.5630065542416,True,60.66051219480647,2.333096622877172,2423
8a618925a22ffff,203,203,196.0,2023-11-22,2024-03-08,6,6,158,127,7,0.625615763546798,0.034482758620689655,ASHOK NAGAR,BTP100 - RICHMOND CIRCLE,NO PARKING,SCOOTER,0.38028141940427185,0.9209233072946695,16,16,6,6,14,203,True,5,12.6875,298,0.9563556208670095,44,37.29846777590565,10.0,240.29846777590564,26.0,9.242248760611755,8.11053518714621,10.446798420375194,0.41526617840220953,23,0.9918729220539343,1,2121,5,False,TESTED,5.159074547070085,0.017,0.17779041818784777,not_significant,NOT_SIGNIFICANT,12.962439323669457,77.59795062154411,True,38.83034878467013,2.426896799041883,2075
8a61892528d7fff,146,146,124.0,2024-01-15,2024-03-31,3,2,138,45,22,0.3082191780821918,0.1506849315068493,HAL OLD AIRPORT,NO JUNCTION,WRONG PARKING,SCOOTER,0.385551590339795,1.6469797465235565,10,9,3,2,8,146,True,5,14.6,410,0.9398971344599559,30,37.29846777590565,10.0,183.29846777590564,20.0,9.164923388795282,7.886121087519578,10.538403759163826,0.411791849537074,24,0.9915035094200222,4,206,4,False,TESTED,6.272829566726267,0.002,0.0395167804004362,hotspot,HOT_95,12.958977248430767,77.66833163085727,True,24.69218769727571,2.469218769727571,1897
8a61892c9d4ffff,2037,2037,1863.0,2023-11-10,2024-04-08,27,27,1573,606,174,0.2974963181148748,0.08541973490427099,HEBBALA,NO JUNCTION,NO PARKING,SCOOTER,0.6014112215595937,1.954546601417091,217,217,27,27,127,2037,True,5,9.387096774193548,13,0.9982365907421014,88,37.29846777590565,10.0,2074.2984677759055,227.0,9.137878712669186,8.74882752569536,9.535274570166413,0.4105766972952439,25,0.9911340967861101,8,150,5,False,TESTED,2.982933727330181,0.333,0.47371442987884865,not_significant,NOT_SIGNIFICANT,13.03514765915821,77.589543969265,True,809.7573616056933,3.731600744726697,152
8a60145b5517fff,3042,3042,2806.0,2023-11-10,2024-04-08,55,49,2191,1276,236,0.41946088099934253,0.07758053911900066,UPPARPET,BTP040 - ELITE JUNCTION,NO PARKING,SCOOTER,0.6685121167611937,1.8159413088559158,331,331,55,49,136,3042,True,5,9.190332326283988,6,0.9992652461425422,90,37.29846777590565,10.0,3079.2984677759055,341.0,9.030200785266585,8.714039586406384,9.351917003612888,0.40573858889014297,26,0.990764684152198,1,2121,6,False,TESTED,4.291033676103833,0.035,0.25568238322255626,not_significant,NOT_SIGNIFICANT,12.977475805197638,77.57654003177262,True,1984.4107047393657,5.995198503744307,14
8a61892e9357fff,2740,2740,2074.0,2023-11-10,2024-04-08,51,56,2334,1274,666,0.464963503649635,0.24306569343065693,SHIVAJINAGAR,BTP211 - CENTRAL STREET JUNCTION,WRONG PARKING,PASSENGER AUTO,1.1392924650559435,0.9469937192376423,313,314,51,56,130,2740,True,5,8.753993610223642,8,0.9989713445995592,105,37.29846777590565,10.0,2777.2984677759055,323.0,8.598447268656054,8.281605571326454,8.921153538227156,0.3863393455351413,27,0.9903952715182859,1,2121,6,False,TESTED,1.4076010959434542,0.353,0.478131395186821,not_significant,NOT_SIGNIFICANT,12.98380003671031,77.60312516790508,True,1681.5450872136569,5.372348521449383,29
8a60145b5987fff,3138,3138,2698.0,2023-11-11,2024-04-08,53,46,2670,1072,440,0.34161886551943915,0.14021669853409816,CITY MARKET,BTP082 - KR MARKET JUNCTION,WRONG PARKING,SCOOTER,0.7309402182289684,1.9178435840014767,361,361,53,46,139,3138,True,5,8.692520775623269,5,0.9994121969140338,107,37.29846777590565,10.0,3175.2984677759055,371.0,8.558755977832629,8.263625601554244,8.858992184252003,0.3845559645547095,28,0.9900258588843739,1,2121,6,False,TESTED,3.179685091612003,0.077,0.3368320932714227,not_significant,NOT_SIGNIFICANT,12.964651164404392,77.57632508363632,True,2131.197600187976,5.903594460354505,16
8a618920921ffff,1448,1448,1123.0,2023-11-14,2024-04-06,35,34,845,458,325,0.31629834254143646,0.2244475138121547,HAL OLD AIRPORT,NO JUNCTION,NO PARKING,SCOOTER,1.6111037944372602,1.7005287399848728,164,158,35,34,79,1448,True,5,8.829268292682928,27,0.9961792799412197,104,37.29846777590565,10.0,1485.2984677759057,174.0,8.536198090666124,8.107550958192109,8.97573151141727,0.3835424095380576,29,0.9896564462504618,3,228,6,False,TESTED,6.302806246641931,0.002,0.0395167804004362,hotspot,HOT_95,12.934295502764948,77.69019591411327,True,701.6808819579879,4.278541963158463,80
8a60145b5447fff,1091,1091,836.0,2023-11-11,2024-04-08,35,33,1015,385,255,0.3528872593950504,0.23373052245646195,CHAMARAJPET,BTP048 - SHANTHALA JUNCTION,NO PARKING,PASSENGER AUTO,1.2954572002756497,0.6257429155370052,123,123,35,33,88,1091,True,5,8.869918699186991,45,0.9935341660543718,103,37.29846777590565,10.0,1128.2984677759057,133.0,8.48344712613463,7.995602903207351,8.985533342522096,0.3811722405439724,30,0.9892870336165497,1,2121,4,False,TESTED,1.5885753841534518,0.254,0.4477700741705066,not_significant,NOT_SIGNIFICANT,12.977495643904113,77.5705236128301,True,523.751229058299,4.258140073644707,82
8a60145b5537fff,2673,2673,2310.0,2023-11-10,2024-04-08,62,55,2210,1275,363,0.4769921436588103,0.13580246913580246,UPPARPET,BTP040 - ELITE JUNCTION,WRONG PARKING,SCOOTER,1.0249253218904049,1.9400890281051415,311,310,62,55,137,2673,True,5,8.594855305466238,9,0.9988243938280676,110,37.29846777590565,10.0,2710.2984677759055,321.0,8.443297407401575,8.128386730812496,8.764109191845451,0.37936826180524225,31,0.9889176209826376,1,2121,6,False,TESTED,6.3314052561460405,0.002,0.0395167804004362,hotspot,HOT_95,12.976405098564122,77.57712378077314,True,2084.377591013807,6.702178749240537,4
8a618925a227fff,399,399,369.0,2023-11-16,2024-04-04,12,12,255,198,30,0.49624060150375937,0.07518796992481203,ASHOK NAGAR,BTP172 - NANJAPPA CIRCLE,NO PARKING,SCOOTER,0.23114980035504826,1.2249122142781812,42,42,12,12,37,399,True,5,9.5,133,0.9806024981631154,86,37.29846777590565,10.0,436.29846777590564,52.0,8.390355149536648,7.621431507928374,9.195701742194123,0.37698949775452245,32,0.9885482083487255,1,2121,6,False,TESTED,4.713588867297267,0.018,0.18241651538317052,not_significant,NOT_SIGNIFICANT,12.962435138482915,77.59915418487172,True,116.12042820465624,2.764772100110863,752
8a60145b151ffff,122,122,83.0,2023-11-10,2024-01-24,6,6,111,82,39,0.6721311475409836,0.319672131147541,RAJAJINAGAR,BTP009 - PRAKASH NAGAR JUNCTION,WRONG PARKING,SCOOTER,0.24678395505718845,1.4623586550698175,9,9,6,6,8,122,True,5,13.555555555555555,475,0.9303453343130051,37,37.29846777590565,10.0,159.29846777590564,19.0,8.384129882942402,7.132705734182077,9.735209240288015,0.3767097884829927,33,0.9881787957148135,1,2121,3,False,TESTED,3.4827612527192877,0.064,0.31639967917595263,not_significant,NOT_SIGNIFICANT,12.992495195588944,77.55874186380643,True,21.631387364631408,2.4034874849590455,2178
8a61892e3857fff,1128,1128,938.0,2023-11-14,2024-04-07,25,25,1035,407,190,0.3608156028368794,0.16843971631205673,BANASWADI,NO JUNCTION,NO PARKING,PASSENGER AUTO,1.570059724569759,1.8579768773423082,129,128,25,25,90,1128,True,5,8.744186046511627,41,0.994121969140338,106,37.29846777590565,10.0,1165.2984677759057,139.0,8.38344221421515,7.908952161538495,8.871559525635602,0.3766788906385644,34,0.9878093830809014,9,87,6,False,TESTED,3.8385171431708045,0.018,0.18241651538317052,not_significant,NOT_SIGNIFICANT,13.000650369379107,77.67687409875738,True,458.97396010214965,3.5579376752104626,193
8a6189259167fff,265,265,223.0,2023-11-11,2024-04-05,8,8,216,67,42,0.2528301886792453,0.15849056603773584,JAYANAGARA,"BTP188 - 27TH CROSS, 4TH MAIN, JAYANAGAR",NO PARKING,SCOOTER,0.3437068389705584,1.4067599977266432,27,27,8,8,27,265,True,5,9.814814814814815,225,0.9670830271858927,82,37.29846777590565,10.0,302.29846777590564,37.0,8.17022885880826,7.275078634326879,9.116564348188762,0.3670989390945778,35,0.9874399704469893,6,183,5,False,TESTED,3.1988771163423326,0.179,0.4151351516311233,not_significant,NOT_SIGNIFICANT,12.929362830644193,77.58114830167317,True,73.30224682852028,2.7148980306859363,871
8a61892e9067fff,375,375,330.0,2023-11-11,2024-04-08,16,15,295,238,45,0.6346666666666667,0.12,SHIVAJINAGAR,NO JUNCTION,WRONG PARKING,SCOOTER,0.09383464610729267,0.6275288368243204,41,38,16,15,27,375,True,5,9.146341463414634,143,0.9791329904481999,91,37.29846777590565,10.0,412.29846777590564,51.0,8.084283681880503,7.3226782113540265,8.883025922061254,0.3632373112484421,36,0.9870705578130772,1,2121,6,False,TESTED,5.325875675766293,0.011,0.1363536834716797,not_significant,NOT_SIGNIFICANT,12.983779658300557,77.60914391375344,True,118.32729457493234,2.88603157499835,569
8a6014593b2ffff,234,234,192.0,2023-11-11,2024-02-23,5,5,97,109,42,0.4658119658119658,0.1794871794871795,JALAHALLI,NO JUNCTION,NO PARKING,SCOOTER,0.9997892080780693,1.0409756120390834,24,24,5,5,23,234,True,5,9.75,256,0.9625275532696547,83,37.29846777590565,10.0,271.29846777590564,34.0,7.979366699291342,7.058028228627371,8.956405263794396,0.3585232556611298,37,0.9867011451791651,172,4,2,False,TESTED,0.5638396106763902,0.33,0.4721847089208925,not_significant,NOT_SIGNIFICANT,13.050289589437682,77.52601760244558,True,59.188966595574186,2.4662069414822576,1913
8a618924cc8ffff,146,146,135.0,2023-12-25,2024-03-28,10,10,50,4,11,0.0273972602739726,0.07534246575342465,HULIMAVU,NO JUNCTION,WRONG PARKING,SCOOTER,0.6907473233179697,1.222602122848713,13,14,10,10,9,146,True,5,11.23076923076923,409,0.9400440852314474,58,37.29846777590565,10.0,183.29846777590564,23.0,7.969498598952419,6.857496597843111,9.163829355794629,0.35807986916267304,38,0.9863317325452531,25,31,6,False,TESTED,1.5510359774593108,0.404,0.4873234322649205,not_significant,NOT_SIGNIFICANT,12.876925522748444,77.59651176669553,True,38.28814294524592,2.9452417650189173,496
8a61892cb837fff,104,104,82.0,2023-11-25,2023-12-08,5,5,97,75,22,0.7211538461538461,0.21153846153846154,KODIGEHALLI,NO JUNCTION,WRONG PARKING,SCOOTER,0.5435644431995964,1.2466033489462778,8,8,5,5,4,104,True,5,13.0,540,0.9207935341660544,40,37.29846777590565,10.0,141.29846777590564,18.0,7.849914876439202,6.608982294415952,9.196032987565914,0.35270681800018877,39,0.985962319911341,8,150,3,False,TESTED,3.597812207113402,0.086,0.3509133868306689,not_significant,NOT_SIGNIFICANT,13.053306434461708,77.59285893193027,True,18.707344853228093,2.3384181066535117,2412
8a60145b6a0ffff,582,582,467.0,2023-11-15,2024-04-04,39,35,453,221,115,0.3797250859106529,0.19759450171821305,HIGH GROUND,BTP032 - WINDSOR CIRCLE,WRONG PARKING,SCOOTER,0.9602443294637764,1.2814784430920207,69,69,39,35,54,582,True,5,8.434782608695652,88,0.9872152828802351,117,37.29846777590565,10.0,619.2984677759057,79.0,7.839221111087414,7.233890214019622,8.468527778135424,0.3522263333058909,40,0.9855929072774289,1,2121,6,False,TESTED,7.933556780610692,0.001,0.023090197175156837,hotspot,HOT_95,12.993465301702269,77.58944524153796,True,314.8069578389222,4.562419678824959,70
8a60145a2687fff,1508,1508,1153.0,2023-11-11,2024-04-04,43,41,970,650,355,0.43103448275862066,0.2354111405835544,VIJAYANAGARA,BTP020 - HOSAHALLI METRO STATION,WRONG PARKING,SCOOTER,1.0558716829653056,1.2582949795243683,188,188,43,41,106,1508,True,5,8.02127659574468,25,0.9964731814842028,124,37.29846777590565,10.0,1545.2984677759057,198.0,7.804537716039928,7.420218225734211,8.198423962518925,0.3506679635531999,41,0.9852234946435168,1,2121,6,False,TESTED,7.501344001879823,0.001,0.023090197175156837,hotspot,HOT_95,12.974373790534775,77.54460425854464,True,904.0087658751663,4.808557265293438,54
